"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"2085","2988","8720480","11/04/2021 16:00:38","Rethinking Dithiothreitol-Based Particulate Matter Oxidative Potential: Measuring Dithiothreitol Consumption versus Reactive Oxygen Species Generation","Xiong, QS, Yu, HR, Wang, RR  et al.","Answers10","PM"
"2086","2991","8720480","11/04/2021 16:00:38","Rethinking Dithiothreitol-Based Particulate Matter Oxidative Potential: Measuring Dithiothreitol Consumption versus Reactive Oxygen Species Generation","Xiong, QS, Yu, HR, Wang, RR  et al.","Answers13","United States"
"2087","2997","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers06","UA"
"2088","2997","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers06","RTLF"
"2089","2997","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers06","GSH"
"2090","3000","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers09","CON"
"2091","3001","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers10","HM"
"2092","3001","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers10","O3"
"2093","3001","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers10","PM"
"2094","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","France"
"2095","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","Italy"
"2096","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","Greece"
"2097","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","Hungary"
"2098","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","Netherlands"
"2099","3004","8720477","12/10/2021 15:11:08","Spatial and temporal variation of particulate matter characteristics within office buildings - The OFFICAIR study","Szigeti, T, Dunster, C, Cattaneo, A  et al.","Answers13","Portugal"
"2100","3013","8720476","11/19/2021 14:01:12","Influence of Oxygenated Organic Aerosols (OOAs) on the Oxidative Potential of Diesel and Biodiesel Particulate Matter","Stevanovic, S, Miljevic, B, Surawski, NC  et al.","Answers09","CHE"
"2101","3014","8720476","11/19/2021 14:01:12","Influence of Oxygenated Organic Aerosols (OOAs) on the Oxidative Potential of Diesel and Biodiesel Particulate Matter","Stevanovic, S, Miljevic, B, Surawski, NC  et al.","Answers10","VOC"
"2102","3014","8720476","11/19/2021 14:01:12","Influence of Oxygenated Organic Aerosols (OOAs) on the Oxidative Potential of Diesel and Biodiesel Particulate Matter","Stevanovic, S, Miljevic, B, Surawski, NC  et al.","Answers10","PM"
"2103","3017","8720476","11/19/2021 14:01:12","Influence of Oxygenated Organic Aerosols (OOAs) on the Oxidative Potential of Diesel and Biodiesel Particulate Matter","Stevanovic, S, Miljevic, B, Surawski, NC  et al.","Answers13","OCE"
"2104","3019","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers02","MOA"
"2105","3019","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers02","SPD"
"2106","3023","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers06","DTT"
"2107","3023","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers06","AA"
"2108","3024","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers07","ICE"
"2109","3024","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers07","TRA"
"2110","3025","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers08","TRA08"
"2111","3026","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers09","CON"
"2112","3026","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers09","SAT"
"2113","3026","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers09","COM"
"2114","3026","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers09","MET"
"2115","3027","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers10","PM"
"2116","3027","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers10","HM"
"2117","3027","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers10","CC"
"2118","3030","8720475","11/15/2021 13:15:33","Predicting Spatial Variations in Multiple Measures of Oxidative Burden for Outdoor Fine Particulate Air Pollution across Canada","Xu, JW, Martin, RV, Evans, GJ  et al.","Answers13","NAM"
"2119","3032","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers02","SPD"
"2120","3032","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers02","MAT"
"2121","3034","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers04","HEA"
"2122","3037","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers07","ICE"
"2123","3037","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers07","NAS"
"2124","3037","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers07","TRA"
"2125","3038","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers08","TRA08"
"2126","3039","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers09","CON"
"2127","3039","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers09","CHE"
"2128","3039","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers09","BIC"
"2129","3040","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers10","PM"
"2130","3040","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers10","BIO"
"2131","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","United States"
"2132","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","France"
"2133","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Brazil"
"2134","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Germany"
"2135","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Poland"
"2136","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","China"
"2137","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","India"
"2138","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","South Korea"
"2139","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","South Africa"
"2140","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Switzerland"
"2141","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Indonesia"
"2142","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Singapore"
"2143","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","Australia"
"2144","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","OCE"
"2145","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","EUR"
"2146","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","SAM"
"2147","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","AFR"
"2148","3043","8720474","11/09/2021 19:14:52","Differing toxicity of ambient particulate matter (PM) in global cities","Li, J, Chen, HX, Li, XY  et al.","Answers13","ASI"
"2149","3045","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers02","ACP"
"2150","3046","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers03","LGM"
"2151","3047","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers04","HEA"
"2152","3049","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers06","RTLF"
"2153","3050","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers07","OT07"
"2154","3051","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers08","OT08"
"2155","3052","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers09","CHE"
"2156","3053","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers10","PM"
"2157","3053","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers10","QUI"
"2158","3056","8720473","11/07/2021 21:36:38","Ascorbate assay as a measure of oxidative potential for ambient particles: Evidence for the importance of cell-free surrogate lung fluid composition","Pietrogrande, MC, Bertoli, I, Manarini, F  et al.","Answers13","Italy"
"2159","3062","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers06","GSH"
"2160","3065","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers09","TOX"
"2161","3065","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers09","CON"
"2162","3065","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers09","CHE"
"2163","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","HM"
"2164","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","AC"
"2165","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","BIO"
"2166","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","PM"
"2167","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","O3"
"2168","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","BIE"
"2169","3066","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers10","NOX"
"2170","3069","8720472","10/26/2021 20:12:44","Respiratory Health Effects of Airborne Particulate Matter: The Role of Particle Size, Composition, and Oxidative Potential-The RAPTES Project","Strak, M, Janssen, NAH, Godri, KJ  et al.","Answers13","Netherlands"
"2171","3076","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers07","POW"
"2172","3077","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers08","POW08"
"2173","3078","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers09","CHE"
"2174","3078","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers09","MET"
"2175","3079","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers10","BIE"
"2176","3079","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers10","PM"
"2177","3082","8720471","10/29/2021 16:49:48","Seasonal variation of particle-induced oxidative potential of airborne particulate matter in Beijing","Shao, LY, Hu, Y, Shen, RR  et al.","Answers13","China"
"2178","3091","8720467","02/28/2022 20:54:49","Metal(loid)s inhalation bioaccessibility and oxidative potential of particulate matter from chromated copper arsenate (CCA)-contaminated soils","Gosselin, M, Zagury, GJ ","Answers09","CHE"
"2179","3092","8720467","02/28/2022 20:54:49","Metal(loid)s inhalation bioaccessibility and oxidative potential of particulate matter from chromated copper arsenate (CCA)-contaminated soils","Gosselin, M, Zagury, GJ ","Answers10","CC"
"2180","3092","8720467","02/28/2022 20:54:49","Metal(loid)s inhalation bioaccessibility and oxidative potential of particulate matter from chromated copper arsenate (CCA)-contaminated soils","Gosselin, M, Zagury, GJ ","Answers10","HM"
"2181","3095","8720467","02/28/2022 20:54:49","Metal(loid)s inhalation bioaccessibility and oxidative potential of particulate matter from chromated copper arsenate (CCA)-contaminated soils","Gosselin, M, Zagury, GJ ","Answers13","Canada"
"2182","3097","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers02","SAP"
"2183","3097","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers02","EOM"
"2184","3099","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers04","HEA"
"2185","3101","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers06","GSH"
"2186","3101","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers06","RTLF"
"2187","3102","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers07","ICE"
"2188","3104","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers09","MET"
"2189","3104","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers09","CON"
"2190","3105","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers10","NOX"
"2191","3105","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers10","HM"
"2192","3108","8720466","02/20/2022 10:40:53","Particulate Matter Oxidative Potential from Waste Transfer Station Activity","Godri, KJ, Duggan, ST, Fuller, GW  et al.","Answers13","England"
"2193","3109","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers01","ACA"
"2194","3110","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers02","ACP"
"2195","3115","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers07","NEE"
"2196","3115","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers07","DOM"
"2197","3117","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers09","BIC"
"2198","3117","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers09","CON"
"2199","3118","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers10","BIE"
"2200","3121","8720465","02/21/2022 11:30:02","Use of TEOM monitors for continuous long-term sampling of ambient particles for analysis of constituents and biological effects","Nosratabadi, AR, Graff, P, Karlsson, H  et al.","Answers13","Sweden"
"2201","3127","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers06","AA"
"2202","3128","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers07","DOM"
"2203","3130","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers09","CON"
"2204","3130","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers09","COM"
"2205","3131","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers10","CC"
"2206","3131","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers10","QUI"
"2207","3131","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers10","BIE"
"2208","3131","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers10","PM"
"2209","3134","8720464","11/11/2021 13:30:48","Oxidative Potential of Particulate Matter and Generation of Reactive Oxygen Species in Epithelial Lining Fluid","Fang, T, Lakey, PSJ, Weber, RJ  et al.","Answers13","United States"
"2210","3135","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers01","PUB"
"2211","3141","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers07","TRA"
"2212","3143","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers09","CON"
"2213","3144","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers10","CC"
"2214","3144","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers10","PM"
"2215","3147","8720463","12/29/2021 18:51:22","Contrasts in Oxidative Potential and Other Particulate Matter Characteristics Collected Near Major Streets and Background Locations","Boogaard, H, Janssen, NAH, Fischer, PH  et al.","Answers13","EUR"
"2216","3150","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers03","REM"
"2217","3151","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers04","OT04"
"2218","3153","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers06","DTT"
"2219","3154","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers07","BBN"
"2220","3156","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers09","CHE"
"2221","3157","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers10","PAH"
"2222","3157","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers10","QUI"
